Entity,Code,Year,Solar (TWh – sub method)
North Macedonia,MKD,1997,0
North Macedonia,MKD,1998,0
North Macedonia,MKD,1999,0
North Macedonia,MKD,2000,0
North Macedonia,MKD,2001,0
North Macedonia,MKD,2002,0
North Macedonia,MKD,2003,0
North Macedonia,MKD,2004,0
North Macedonia,MKD,2005,0
North Macedonia,MKD,2006,0
North Macedonia,MKD,2007,0
North Macedonia,MKD,2008,0
North Macedonia,MKD,2009,0
North Macedonia,MKD,2010,0
North Macedonia,MKD,2011,0.003
North Macedonia,MKD,2012,0.007
North Macedonia,MKD,2013,0.023
North Macedonia,MKD,2014,0.037
North Macedonia,MKD,2015,0.057
North Macedonia,MKD,2016,0.06
North Macedonia,MKD,2017,0.059
North Macedonia,MKD,2018,0.057
North Macedonia,MKD,2019,0.058
North Macedonia,MKD,2020,0.058
Norway,NOR,1965,0
Norway,NOR,1966,0
Norway,NOR,1967,0
Norway,NOR,1968,0
Norway,NOR,1969,0
Norway,NOR,1970,0
Norway,NOR,1971,0
Norway,NOR,1972,0
Norway,NOR,1973,0
Norway,NOR,1974,0
Norway,NOR,1975,0
Norway,NOR,1976,0
Norway,NOR,1977,0
Norway,NOR,1978,0
Norway,NOR,1979,0
Norway,NOR,1980,0
Norway,NOR,1981,0
Norway,NOR,1982,0
Norway,NOR,1983,0
Norway,NOR,1984,0
Norway,NOR,1985,0
Norway,NOR,1986,0
Norway,NOR,1987,0
Norway,NOR,1988,0
Norway,NOR,1989,0
Norway,NOR,1990,0
Norway,NOR,1991,0
Norway,NOR,1992,0
Norway,NOR,1993,0
Norway,NOR,1994,0
Norway,NOR,1995,0
Norway,NOR,1996,0
Norway,NOR,1997,0
Norway,NOR,1998,0
Norway,NOR,1999,0
Norway,NOR,2000,0.015
Norway,NOR,2001,0.015
Norway,NOR,2002,0.015
Norway,NOR,2003,0.017
Norway,NOR,2004,0.017
Norway,NOR,2005,0.017
Norway,NOR,2006,0.019
Norway,NOR,2007,0.019
Norway,NOR,2008,0.02
Norway,NOR,2009,0.02
Norway,NOR,2010,0.021
Norway,NOR,2011,0.022
Norway,NOR,2012,0.023
Norway,NOR,2013,0.025
Norway,NOR,2014,0.03
Norway,NOR,2015,0.034
Norway,NOR,2016,0.06
Norway,NOR,2017,0.1
Norway,NOR,2018,0.151
Norway,NOR,2019,0.264
Norway,NOR,2020,0.333
OECD,,1965,0
OECD,,1966,0
OECD,,1967,0
OECD,,1968,0
OECD,,1969,0
OECD,,1970,0
OECD,,1971,0
OECD,,1972,0
OECD,,1973,0
OECD,,1974,0
OECD,,1975,0
OECD,,1976,0
OECD,,1977,0
OECD,,1978,0
OECD,,1979,0
OECD,,1980,0
OECD,,1981,0
OECD,,1982,0
OECD,,1983,0.008
OECD,,1984,0.018
OECD,,1985,0.033
OECD,,1986,0.042
OECD,,1987,0.029
OECD,,1988,0.028
OECD,,1989,0.728
OECD,,1990,1.073
OECD,,1991,1.398
OECD,,1992,1.293
OECD,,1993,1.535
OECD,,1994,1.653
OECD,,1995,1.758
OECD,,1996,1.917
OECD,,1997,2.054
OECD,,1998,2.255
OECD,,1999,2.481
OECD,,2000,2.984
OECD,,2001,3.684
OECD,,2002,4.588
OECD,,2003,5.833
OECD,,2004,7.672
OECD,,2005,10.759
OECD,,2006,14.711
OECD,,2007,19.782
OECD,,2008,32.218
OECD,,2009,53.317
OECD,,2010,84.317
OECD,,2011,156.789
OECD,,2012,236.721
OECD,,2013,309.732
OECD,,2014,406.05
OECD,,2015,494.444
OECD,,2016,576.986
OECD,,2017,696.079
OECD,,2018,809.711
OECD,,2019,937.869
OECD,,2020,1124.281
Oman,OMN,1965,0
Oman,OMN,1966,0
Oman,OMN,1967,0
Oman,OMN,1968,0
Oman,OMN,1969,0
Oman,OMN,1970,0
Oman,OMN,1971,0
Oman,OMN,1972,0
Oman,OMN,1973,0
Oman,OMN,1974,0
Oman,OMN,1975,0
Oman,OMN,1976,0
Oman,OMN,1977,0
Oman,OMN,1978,0
Oman,OMN,1979,0
Oman,OMN,1980,0
Oman,OMN,1981,0
Oman,OMN,1982,0
Oman,OMN,1983,0
Oman,OMN,1984,0
Oman,OMN,1985,0
Oman,OMN,1986,0
Oman,OMN,1987,0
Oman,OMN,1988,0
Oman,OMN,1989,0
Oman,OMN,1990,0
Oman,OMN,1991,0
Oman,OMN,1992,0
Oman,OMN,1993,0
Oman,OMN,1994,0
Oman,OMN,1995,0
Oman,OMN,1996,0
Oman,OMN,1997,0
Oman,OMN,1998,0
Oman,OMN,1999,0
Oman,OMN,2000,0
Oman,OMN,2001,0
Oman,OMN,2002,0
Oman,OMN,2003,0
Oman,OMN,2004,0
Oman,OMN,2005,0
Oman,OMN,2006,0
Oman,OMN,2007,0
Oman,OMN,2008,0
Oman,OMN,2009,0
Oman,OMN,2010,0
Oman,OMN,2011,0
Oman,OMN,2012,0
Oman,OMN,2013,0.003
Oman,OMN,2014,0.003
Oman,OMN,2015,0.009
Oman,OMN,2016,0.011
Oman,OMN,2017,0.039
Oman,OMN,2018,0.039
Oman,OMN,2019,0.041
Oman,OMN,2020,0.508
Pakistan,PAK,1965,0
Pakistan,PAK,1966,0
Pakistan,PAK,1967,0
Pakistan,PAK,1968,0
Pakistan,PAK,1969,0
Pakistan,PAK,1970,0
Pakistan,PAK,1971,0
Pakistan,PAK,1972,0
Pakistan,PAK,1973,0
Pakistan,PAK,1974,0
Pakistan,PAK,1975,0
Pakistan,PAK,1976,0
Pakistan,PAK,1977,0
Pakistan,PAK,1978,0
Pakistan,PAK,1979,0
Pakistan,PAK,1980,0
Pakistan,PAK,1981,0
Pakistan,PAK,1982,0
Pakistan,PAK,1983,0
Pakistan,PAK,1984,0
Pakistan,PAK,1985,0
Pakistan,PAK,1986,0
Pakistan,PAK,1987,0
Pakistan,PAK,1988,0
Pakistan,PAK,1989,0
Pakistan,PAK,1990,0
Pakistan,PAK,1991,0
Pakistan,PAK,1992,0
Pakistan,PAK,1993,0
Pakistan,PAK,1994,0
Pakistan,PAK,1995,0
Pakistan,PAK,1996,0
Pakistan,PAK,1997,0
Pakistan,PAK,1998,0
Pakistan,PAK,1999,0
Pakistan,PAK,2000,0
Pakistan,PAK,2001,0
Pakistan,PAK,2002,0
Pakistan,PAK,2003,0
Pakistan,PAK,2004,0
Pakistan,PAK,2005,0
Pakistan,PAK,2006,0
Pakistan,PAK,2007,0.001
Pakistan,PAK,2008,0.004
Pakistan,PAK,2009,0.014
Pakistan,PAK,2010,0.035
Pakistan,PAK,2011,0.07
Pakistan,PAK,2012,0.17
Pakistan,PAK,2013,0.371
Pakistan,PAK,2014,0.606
Pakistan,PAK,2015,0.93
Pakistan,PAK,2016,2.147
Pakistan,PAK,2017,3.286
Pakistan,PAK,2018,3.841
Pakistan,PAK,2019,4.02
Pakistan,PAK,2020,4.139
Peru,PER,1965,0
Peru,PER,1966,0
Peru,PER,1967,0
Peru,PER,1968,0
Peru,PER,1969,0
Peru,PER,1970,0
Peru,PER,1971,0
Peru,PER,1972,0
Peru,PER,1973,0
Peru,PER,1974,0
Peru,PER,1975,0
Peru,PER,1976,0
Peru,PER,1977,0
Peru,PER,1978,0
Peru,PER,1979,0
Peru,PER,1980,0
Peru,PER,1981,0
Peru,PER,1982,0
Peru,PER,1983,0
Peru,PER,1984,0
Peru,PER,1985,0
Peru,PER,1986,0
Peru,PER,1987,0
Peru,PER,1988,0
Peru,PER,1989,0
Peru,PER,1990,0
Peru,PER,1991,0
Peru,PER,1992,0
Peru,PER,1993,0
Peru,PER,1994,0
Peru,PER,1995,0
Peru,PER,1996,0
Peru,PER,1997,0
Peru,PER,1998,0
Peru,PER,1999,0
Peru,PER,2000,0
Peru,PER,2001,0
Peru,PER,2002,0
Peru,PER,2003,0
Peru,PER,2004,0
Peru,PER,2005,0
Peru,PER,2006,0
Peru,PER,2007,0
Peru,PER,2008,0
Peru,PER,2009,0
Peru,PER,2010,0
Peru,PER,2011,0
Peru,PER,2012,0.154
Peru,PER,2013,0.504
Peru,PER,2014,0.507
Peru,PER,2015,0.582
Peru,PER,2016,0.608
Peru,PER,2017,0.718
Peru,PER,2018,1.853
Peru,PER,2019,1.889
Peru,PER,2020,1.919
Philippines,PHL,1965,0
Philippines,PHL,1966,0
Philippines,PHL,1967,0
Philippines,PHL,1968,0
Philippines,PHL,1969,0
Philippines,PHL,1970,0
Philippines,PHL,1971,0
Philippines,PHL,1972,0
Philippines,PHL,1973,0
Philippines,PHL,1974,0
Philippines,PHL,1975,0
Philippines,PHL,1976,0
Philippines,PHL,1977,0
Philippines,PHL,1978,0
Philippines,PHL,1979,0
Philippines,PHL,1980,0
Philippines,PHL,1981,0
Philippines,PHL,1982,0
Philippines,PHL,1983,0
Philippines,PHL,1984,0
Philippines,PHL,1985,0
Philippines,PHL,1986,0
Philippines,PHL,1987,0
Philippines,PHL,1988,0
Philippines,PHL,1989,0
Philippines,PHL,1990,0
Philippines,PHL,1991,0
Philippines,PHL,1992,0
Philippines,PHL,1993,0
Philippines,PHL,1994,0
Philippines,PHL,1995,0
Philippines,PHL,1996,0
Philippines,PHL,1997,0
Philippines,PHL,1998,0
Philippines,PHL,1999,0
Philippines,PHL,2000,0
Philippines,PHL,2001,0
Philippines,PHL,2002,0
Philippines,PHL,2003,0
Philippines,PHL,2004,0
Philippines,PHL,2005,0.004
Philippines,PHL,2006,0.004
Philippines,PHL,2007,0.003
Philippines,PHL,2008,0.003
Philippines,PHL,2009,0.003
Philippines,PHL,2010,0.003
Philippines,PHL,2011,0.003
Philippines,PHL,2012,0.003
Philippines,PHL,2013,0.004
Philippines,PHL,2014,0.042
Philippines,PHL,2015,0.35
Philippines,PHL,2016,2.759
Philippines,PHL,2017,3.003
Philippines,PHL,2018,3.105
Philippines,PHL,2019,3.086
Philippines,PHL,2020,3.386
Poland,POL,1965,0
Poland,POL,1966,0
Poland,POL,1967,0
Poland,POL,1968,0
Poland,POL,1969,0
Poland,POL,1970,0
Poland,POL,1971,0
Poland,POL,1972,0
Poland,POL,1973,0
Poland,POL,1974,0
Poland,POL,1975,0
Poland,POL,1976,0
Poland,POL,1977,0
Poland,POL,1978,0
Poland,POL,1979,0
Poland,POL,1980,0
Poland,POL,1981,0
Poland,POL,1982,0
Poland,POL,1983,0
Poland,POL,1984,0
Poland,POL,1985,0
Poland,POL,1986,0
Poland,POL,1987,0
Poland,POL,1988,0
Poland,POL,1989,0
Poland,POL,1990,0
Poland,POL,1991,0
Poland,POL,1992,0
Poland,POL,1993,0
Poland,POL,1994,0
Poland,POL,1995,0
Poland,POL,1996,0
Poland,POL,1997,0
Poland,POL,1998,0
Poland,POL,1999,0
Poland,POL,2000,0
Poland,POL,2001,0
Poland,POL,2002,0
Poland,POL,2003,0
Poland,POL,2004,0
Poland,POL,2005,0
Poland,POL,2006,0
Poland,POL,2007,0
Poland,POL,2008,0
Poland,POL,2009,0
Poland,POL,2010,0
Poland,POL,2011,0.001
Poland,POL,2012,0.003
Poland,POL,2013,0.004
Poland,POL,2014,0.018
Poland,POL,2015,0.144
Poland,POL,2016,0.312
Poland,POL,2017,0.413
Poland,POL,2018,0.746
Poland,POL,2019,1.76
Poland,POL,2020,4.91
Portugal,PRT,1965,0
Portugal,PRT,1966,0
Portugal,PRT,1967,0
Portugal,PRT,1968,0
Portugal,PRT,1969,0
Portugal,PRT,1970,0
Portugal,PRT,1971,0
Portugal,PRT,1972,0
Portugal,PRT,1973,0
Portugal,PRT,1974,0
Portugal,PRT,1975,0
Portugal,PRT,1976,0
Portugal,PRT,1977,0
Portugal,PRT,1978,0
Portugal,PRT,1979,0
Portugal,PRT,1980,0
Portugal,PRT,1981,0
Portugal,PRT,1982,0
Portugal,PRT,1983,0
Portugal,PRT,1984,0
Portugal,PRT,1985,0
Portugal,PRT,1986,0
Portugal,PRT,1987,0
Portugal,PRT,1988,0
Portugal,PRT,1989,0.003
Portugal,PRT,1990,0
Portugal,PRT,1991,0
Portugal,PRT,1992,0
Portugal,PRT,1993,0
Portugal,PRT,1994,0
Portugal,PRT,1995,0
Portugal,PRT,1996,0.003
Portugal,PRT,1997,0.003
Portugal,PRT,1998,0.002
Portugal,PRT,1999,0.003
Portugal,PRT,2000,0.004
Portugal,PRT,2001,0.004
Portugal,PRT,2002,0.005
Portugal,PRT,2003,0.007
Portugal,PRT,2004,0.008
Portugal,PRT,2005,0.01
Portugal,PRT,2006,0.013
Portugal,PRT,2007,0.064
Portugal,PRT,2008,0.108
Portugal,PRT,2009,0.42
Portugal,PRT,2010,0.561
Portugal,PRT,2011,0.731
Portugal,PRT,2012,1.012
Portugal,PRT,2013,1.227
Portugal,PRT,2014,1.596
Portugal,PRT,2015,2.014
Portugal,PRT,2016,2.067
Portugal,PRT,2017,2.48
Portugal,PRT,2018,2.498
Portugal,PRT,2019,3.326
Portugal,PRT,2020,4.182
Qatar,QAT,1965,0
Qatar,QAT,1966,0
Qatar,QAT,1967,0
Qatar,QAT,1968,0
Qatar,QAT,1969,0
Qatar,QAT,1970,0
Qatar,QAT,1971,0
Qatar,QAT,1972,0
Qatar,QAT,1973,0
Qatar,QAT,1974,0
Qatar,QAT,1975,0
Qatar,QAT,1976,0
Qatar,QAT,1977,0
Qatar,QAT,1978,0
Qatar,QAT,1979,0
Qatar,QAT,1980,0
Qatar,QAT,1981,0
Qatar,QAT,1982,0
Qatar,QAT,1983,0
Qatar,QAT,1984,0
Qatar,QAT,1985,0
Qatar,QAT,1986,0
Qatar,QAT,1987,0
Qatar,QAT,1988,0
Qatar,QAT,1989,0
Qatar,QAT,1990,0
Qatar,QAT,1991,0
Qatar,QAT,1992,0
Qatar,QAT,1993,0
Qatar,QAT,1994,0
Qatar,QAT,1995,0
Qatar,QAT,1996,0
Qatar,QAT,1997,0
Qatar,QAT,1998,0
Qatar,QAT,1999,0
Qatar,QAT,2000,0
Qatar,QAT,2001,0
Qatar,QAT,2002,0
Qatar,QAT,2003,0
Qatar,QAT,2004,0
Qatar,QAT,2005,0
Qatar,QAT,2006,0
Qatar,QAT,2007,0
Qatar,QAT,2008,0
Qatar,QAT,2009,0
Qatar,QAT,2010,0
Qatar,QAT,2011,0.003
Qatar,QAT,2012,0.003
Qatar,QAT,2013,0.01
Qatar,QAT,2014,0.017
Qatar,QAT,2015,0.016
Qatar,QAT,2016,0.021
Qatar,QAT,2017,0.021
Qatar,QAT,2018,0.021
Qatar,QAT,2019,0.021
Qatar,QAT,2020,0.021
Romania,ROU,1965,0
Romania,ROU,1966,0
Romania,ROU,1967,0
Romania,ROU,1968,0
Romania,ROU,1969,0
Romania,ROU,1970,0
Romania,ROU,1971,0
Romania,ROU,1972,0
Romania,ROU,1973,0
Romania,ROU,1974,0
Romania,ROU,1975,0
Romania,ROU,1976,0
Romania,ROU,1977,0
Romania,ROU,1978,0
Romania,ROU,1979,0
Romania,ROU,1980,0
Romania,ROU,1981,0
Romania,ROU,1982,0
Romania,ROU,1983,0
Romania,ROU,1984,0
Romania,ROU,1985,0
Romania,ROU,1986,0
Romania,ROU,1987,0
Romania,ROU,1988,0
Romania,ROU,1989,0
Romania,ROU,1990,0
Romania,ROU,1991,0
Romania,ROU,1992,0
Romania,ROU,1993,0
Romania,ROU,1994,0
Romania,ROU,1995,0
Romania,ROU,1996,0
Romania,ROU,1997,0
Romania,ROU,1998,0
Romania,ROU,1999,0
Romania,ROU,2000,0
Romania,ROU,2001,0
Romania,ROU,2002,0
Romania,ROU,2003,0
Romania,ROU,2004,0
Romania,ROU,2005,0
Romania,ROU,2006,0
Romania,ROU,2007,0
Romania,ROU,2008,0
Romania,ROU,2009,0.003
Romania,ROU,2010,0.005
Romania,ROU,2011,0.003
Romania,ROU,2012,0.021
Romania,ROU,2013,1.075
Romania,ROU,2014,3.296
Romania,ROU,2015,5.014
Romania,ROU,2016,4.577
Romania,ROU,2017,4.64
Romania,ROU,2018,4.402
Romania,ROU,2019,4.403
Romania,ROU,2020,4.202
Russia,RUS,1985,0
Russia,RUS,1986,0
Russia,RUS,1987,0
Russia,RUS,1988,0
Russia,RUS,1989,0
Russia,RUS,1990,0
Russia,RUS,1991,0
Russia,RUS,1992,0
Russia,RUS,1993,0
Russia,RUS,1994,0
Russia,RUS,1995,0
Russia,RUS,1996,0
Russia,RUS,1997,0
Russia,RUS,1998,0
Russia,RUS,1999,0
Russia,RUS,2000,0
Russia,RUS,2001,0
Russia,RUS,2002,0
Russia,RUS,2003,0
Russia,RUS,2004,0
Russia,RUS,2005,0
Russia,RUS,2006,0
Russia,RUS,2007,0
Russia,RUS,2008,0
Russia,RUS,2009,0
Russia,RUS,2010,0
Russia,RUS,2011,0.003
Russia,RUS,2012,0.011
Russia,RUS,2013,0.028
Russia,RUS,2014,0.407
Russia,RUS,2015,0.849
Russia,RUS,2016,1.178
Russia,RUS,2017,1.36
Russia,RUS,2018,1.552
Russia,RUS,2019,2.439
Russia,RUS,2020,4.594
Saudi Arabia,SAU,1965,0
Saudi Arabia,SAU,1966,0
Saudi Arabia,SAU,1967,0
Saudi Arabia,SAU,1968,0
Saudi Arabia,SAU,1969,0
Saudi Arabia,SAU,1970,0
Saudi Arabia,SAU,1971,0
Saudi Arabia,SAU,1972,0
Saudi Arabia,SAU,1973,0
Saudi Arabia,SAU,1974,0
Saudi Arabia,SAU,1975,0
Saudi Arabia,SAU,1976,0
Saudi Arabia,SAU,1977,0
Saudi Arabia,SAU,1978,0
Saudi Arabia,SAU,1979,0
Saudi Arabia,SAU,1980,0
Saudi Arabia,SAU,1981,0
Saudi Arabia,SAU,1982,0
Saudi Arabia,SAU,1983,0
Saudi Arabia,SAU,1984,0
Saudi Arabia,SAU,1985,0
Saudi Arabia,SAU,1986,0
Saudi Arabia,SAU,1987,0
Saudi Arabia,SAU,1988,0
Saudi Arabia,SAU,1989,0
Saudi Arabia,SAU,1990,0
Saudi Arabia,SAU,1991,0
Saudi Arabia,SAU,1992,0
Saudi Arabia,SAU,1993,0
Saudi Arabia,SAU,1994,0
Saudi Arabia,SAU,1995,0
Saudi Arabia,SAU,1996,0
Saudi Arabia,SAU,1997,0
Saudi Arabia,SAU,1998,0
Saudi Arabia,SAU,1999,0
Saudi Arabia,SAU,2000,0
Saudi Arabia,SAU,2001,0
Saudi Arabia,SAU,2002,0
Saudi Arabia,SAU,2003,0
Saudi Arabia,SAU,2004,0
Saudi Arabia,SAU,2005,0
Saudi Arabia,SAU,2006,0
Saudi Arabia,SAU,2007,0
Saudi Arabia,SAU,2008,0.002
Saudi Arabia,SAU,2009,0.002
Saudi Arabia,SAU,2010,0.011
Saudi Arabia,SAU,2011,0.014
Saudi Arabia,SAU,2012,0.066
Saudi Arabia,SAU,2013,0.109
Saudi Arabia,SAU,2014,0.117
Saudi Arabia,SAU,2015,0.116
Saudi Arabia,SAU,2016,0.115
Saudi Arabia,SAU,2017,0.163
Saudi Arabia,SAU,2018,0.532
Saudi Arabia,SAU,2019,2.57
Saudi Arabia,SAU,2020,2.561
Singapore,SGP,1965,0
Singapore,SGP,1966,0
Singapore,SGP,1967,0
Singapore,SGP,1968,0
Singapore,SGP,1969,0
Singapore,SGP,1970,0
Singapore,SGP,1971,0
Singapore,SGP,1972,0
Singapore,SGP,1973,0
Singapore,SGP,1974,0
Singapore,SGP,1975,0
Singapore,SGP,1976,0
Singapore,SGP,1977,0
Singapore,SGP,1978,0
Singapore,SGP,1979,0
Singapore,SGP,1980,0
Singapore,SGP,1981,0
Singapore,SGP,1982,0
Singapore,SGP,1983,0
Singapore,SGP,1984,0
Singapore,SGP,1985,0
Singapore,SGP,1986,0
Singapore,SGP,1987,0
Singapore,SGP,1988,0
Singapore,SGP,1989,0
Singapore,SGP,1990,0
Singapore,SGP,1991,0
Singapore,SGP,1992,0
Singapore,SGP,1993,0
Singapore,SGP,1994,0
Singapore,SGP,1995,0
Singapore,SGP,1996,0
Singapore,SGP,1997,0
Singapore,SGP,1998,0
Singapore,SGP,1999,0
Singapore,SGP,2000,0
Singapore,SGP,2001,0
Singapore,SGP,2002,0
Singapore,SGP,2003,0
Singapore,SGP,2004,0
Singapore,SGP,2005,0
Singapore,SGP,2006,0
Singapore,SGP,2007,0
Singapore,SGP,2008,0.001
Singapore,SGP,2009,0.004
Singapore,SGP,2010,0.008
Singapore,SGP,2011,0.013
Singapore,SGP,2012,0.021
Singapore,SGP,2013,0.032
Singapore,SGP,2014,0.069
Singapore,SGP,2015,0.123
Singapore,SGP,2016,0.223
Singapore,SGP,2017,0.307
Singapore,SGP,2018,0.336
Singapore,SGP,2019,0.482
Singapore,SGP,2020,0.728
Slovakia,SVK,1965,0
Slovakia,SVK,1966,0
Slovakia,SVK,1967,0
Slovakia,SVK,1968,0
Slovakia,SVK,1969,0
Slovakia,SVK,1970,0
Slovakia,SVK,1971,0
Slovakia,SVK,1972,0
Slovakia,SVK,1973,0
Slovakia,SVK,1974,0
Slovakia,SVK,1975,0
Slovakia,SVK,1976,0
Slovakia,SVK,1977,0
Slovakia,SVK,1978,0
Slovakia,SVK,1979,0
Slovakia,SVK,1980,0
Slovakia,SVK,1981,0
Slovakia,SVK,1982,0
Slovakia,SVK,1983,0
Slovakia,SVK,1984,0
Slovakia,SVK,1985,0
Slovakia,SVK,1986,0
Slovakia,SVK,1987,0
Slovakia,SVK,1988,0
Slovakia,SVK,1989,0
Slovakia,SVK,1990,0
Slovakia,SVK,1991,0
Slovakia,SVK,1992,0
Slovakia,SVK,1993,0
Slovakia,SVK,1994,0
Slovakia,SVK,1995,0
Slovakia,SVK,1996,0
Slovakia,SVK,1997,0
Slovakia,SVK,1998,0
Slovakia,SVK,1999,0
Slovakia,SVK,2000,0
Slovakia,SVK,2001,0
Slovakia,SVK,2002,0
Slovakia,SVK,2003,0
Slovakia,SVK,2004,0
Slovakia,SVK,2005,0
Slovakia,SVK,2006,0
Slovakia,SVK,2007,0
Slovakia,SVK,2008,0
Slovakia,SVK,2009,0
Slovakia,SVK,2010,0.044
Slovakia,SVK,2011,1.029
Slovakia,SVK,2012,1.092
Slovakia,SVK,2013,1.505
Slovakia,SVK,2014,1.519
Slovakia,SVK,2015,1.28
Slovakia,SVK,2016,1.34
Slovakia,SVK,2017,1.265
Slovakia,SVK,2018,1.454
Slovakia,SVK,2019,1.458
Slovakia,SVK,2020,1.618
Slovenia,SVN,1990,0
Slovenia,SVN,1991,0
Slovenia,SVN,1992,0
Slovenia,SVN,1993,0
Slovenia,SVN,1994,0
Slovenia,SVN,1995,0
Slovenia,SVN,1996,0
Slovenia,SVN,1997,0
Slovenia,SVN,1998,0
Slovenia,SVN,1999,0
Slovenia,SVN,2000,0
Slovenia,SVN,2001,0
Slovenia,SVN,2002,0
Slovenia,SVN,2003,0
Slovenia,SVN,2004,0
Slovenia,SVN,2005,0
Slovenia,SVN,2006,0
Slovenia,SVN,2007,0
Slovenia,SVN,2008,0.003
Slovenia,SVN,2009,0.011
Slovenia,SVN,2010,0.034
Slovenia,SVN,2011,0.171
Slovenia,SVN,2012,0.42
Slovenia,SVN,2013,0.55
Slovenia,SVN,2014,0.654
Slovenia,SVN,2015,0.693
Slovenia,SVN,2016,0.671
Slovenia,SVN,2017,0.71
Slovenia,SVN,2018,0.634
Slovenia,SVN,2019,0.75
Slovenia,SVN,2020,0.71
South Africa,ZAF,1965,0
South Africa,ZAF,1966,0
South Africa,ZAF,1967,0
South Africa,ZAF,1968,0
South Africa,ZAF,1969,0
South Africa,ZAF,1970,0
South Africa,ZAF,1971,0
South Africa,ZAF,1972,0
South Africa,ZAF,1973,0
South Africa,ZAF,1974,0
South Africa,ZAF,1975,0
South Africa,ZAF,1976,0
South Africa,ZAF,1977,0
South Africa,ZAF,1978,0
South Africa,ZAF,1979,0
South Africa,ZAF,1980,0
South Africa,ZAF,1981,0
South Africa,ZAF,1982,0
South Africa,ZAF,1983,0
South Africa,ZAF,1984,0
South Africa,ZAF,1985,0
South Africa,ZAF,1986,0
South Africa,ZAF,1987,0
South Africa,ZAF,1988,0
South Africa,ZAF,1989,0
South Africa,ZAF,1990,0
South Africa,ZAF,1991,0
South Africa,ZAF,1992,0
South Africa,ZAF,1993,0
South Africa,ZAF,1994,0
South Africa,ZAF,1995,0
South Africa,ZAF,1996,0
South Africa,ZAF,1997,0
South Africa,ZAF,1998,0
South Africa,ZAF,1999,0
South Africa,ZAF,2000,0.026
South Africa,ZAF,2001,0.03
South Africa,ZAF,2002,0.034
South Africa,ZAF,2003,0.038
South Africa,ZAF,2004,0.042
South Africa,ZAF,2005,0.046
South Africa,ZAF,2006,0.05
South Africa,ZAF,2007,0.053
South Africa,ZAF,2008,0.057
South Africa,ZAF,2009,0.061
South Africa,ZAF,2010,0.072
South Africa,ZAF,2011,0.208
South Africa,ZAF,2012,0.222
South Africa,ZAF,2013,0.622
South Africa,ZAF,2014,2.858
South Africa,ZAF,2015,6.954
South Africa,ZAF,2016,8.233
South Africa,ZAF,2017,10.598
South Africa,ZAF,2018,11.366
South Africa,ZAF,2019,12.141
South Africa,ZAF,2020,12.774
South Korea,KOR,1965,0
South Korea,KOR,1966,0
South Korea,KOR,1967,0
South Korea,KOR,1968,0
South Korea,KOR,1969,0
South Korea,KOR,1970,0
South Korea,KOR,1971,0
South Korea,KOR,1972,0
South Korea,KOR,1973,0
South Korea,KOR,1974,0
South Korea,KOR,1975,0
South Korea,KOR,1976,0
South Korea,KOR,1977,0
South Korea,KOR,1978,0
South Korea,KOR,1979,0
South Korea,KOR,1980,0
South Korea,KOR,1981,0
South Korea,KOR,1982,0
South Korea,KOR,1983,0
South Korea,KOR,1984,0
South Korea,KOR,1985,0
South Korea,KOR,1986,0
South Korea,KOR,1987,0
South Korea,KOR,1988,0
South Korea,KOR,1989,0
South Korea,KOR,1990,0.003
South Korea,KOR,1991,0.003
South Korea,KOR,1992,0.006
South Korea,KOR,1993,0.006
South Korea,KOR,1994,0.006
South Korea,KOR,1995,0.006
South Korea,KOR,1996,0.008
South Korea,KOR,1997,0.008
South Korea,KOR,1998,0.011
South Korea,KOR,1999,0.013
South Korea,KOR,2000,0.015
South Korea,KOR,2001,0.017
South Korea,KOR,2002,0.019
South Korea,KOR,2003,0.021
South Korea,KOR,2004,0.027
South Korea,KOR,2005,0.039
South Korea,KOR,2006,0.083
South Korea,KOR,2007,0.189
South Korea,KOR,2008,0.751
South Korea,KOR,2009,1.485
South Korea,KOR,2010,2.015
South Korea,KOR,2011,2.377
South Korea,KOR,2012,2.842
South Korea,KOR,2013,4.11
South Korea,KOR,2014,6.506
South Korea,KOR,2015,10.066
South Korea,KOR,2016,12.882
South Korea,KOR,2017,17.641
South Korea,KOR,2018,22.886
South Korea,KOR,2019,32.181
South Korea,KOR,2020,40.877
Spain,ESP,1965,0
Spain,ESP,1966,0
Spain,ESP,1967,0
Spain,ESP,1968,0
Spain,ESP,1969,0
Spain,ESP,1970,0
Spain,ESP,1971,0
Spain,ESP,1972,0
Spain,ESP,1973,0
Spain,ESP,1974,0
Spain,ESP,1975,0
Spain,ESP,1976,0
Spain,ESP,1977,0
Spain,ESP,1978,0
Spain,ESP,1979,0
Spain,ESP,1980,0
Spain,ESP,1981,0
Spain,ESP,1982,0
Spain,ESP,1983,0
Spain,ESP,1984,0
Spain,ESP,1985,0
Spain,ESP,1986,0
Spain,ESP,1987,0
Spain,ESP,1988,0
Spain,ESP,1989,0.017
Spain,ESP,1990,0.017
Spain,ESP,1991,0.019
Spain,ESP,1992,0.022
Spain,ESP,1993,0.025
Spain,ESP,1994,0.028
Spain,ESP,1995,0.042
Spain,ESP,1996,0.033
Spain,ESP,1997,0.036
Spain,ESP,1998,0.042
Spain,ESP,1999,0.047
Spain,ESP,2000,0.05
Spain,ESP,2001,0.066
Spain,ESP,2002,0.082
Spain,ESP,2003,0.112
